finishing_position;horse_number;horse_name;horse_id;jockey;trainer;actual_weight;declared_horse_weight;draw;running_position_1;running_position_2;running_position_3;finish_time;finish_time_seconds;race_id;father;mother;gfather
4;5;STRAVINSKY;H_GFATH_052;Legacy Jockey;Legacy Trainer;128;1180;2;2;1;5;2.20;120;2000-898;SADLER'S WELLS;DAM OF STRAVINSKY;BOLD RULER
4;2;STRAVINSKY;H_FATH_055;C. Soumillon;A. P. O'Brien;126;1139;5;3;2;3;1.54;118;2007-283;SADLER'S WELLS;DAM OF STRAVINSKY;BOLD RULER
5;4;STREET BOSS;H_FATH_080;C. Soumillon;A. P. O'Brien;126;1119;9;1;4;1;1.42;98;2011-218;NORTHERN DANCER;DAM OF STREET BOSS;NEARCO
2;2;STREET CRY;H_FATH_057;C. Soumillon;John Gosden;126;1095;10;1;3;3;1.48;116;2010-194;SADLER'S WELLS;DAM OF STREET CRY;BOLD RULER
2;10;SUCH A HAPPINESS;A152;Z Purton;T P Yung;126;1086;5;9;8;2;1.09.54;69,054;2016-537;SAVABEEL;KIM POSSIBLE;VOLKSRAAD
5;4;SUCH A HAPPINESS;A152;K C Leung;T P Yung;125;1099;12;12;11;5;1.10.63;70,063;2016-462;SAVABEEL;KIM POSSIBLE;VOLKSRAAD
4;12;SUNDAY SERVICE;H_MOTH_072;J. Doyle;M. Johnston;121;1082;8;2;3;2;1.39;118;2009-580;SUNDAY SILENCE;DAM OF SUNDAY SERVICE;MR. PROSPECTOR
3;8;SUNDAY SILENCE;H_GFATH_060;Legacy Jockey;Legacy Trainer;128;1121;4;2;5;6;2.08;126;1998-677;SUNDAY SILENCE;DAM OF SUNDAY SILENCE;MR. PROSPECTOR
5;1;SUNSHINE UNIVERSE;A130;O Doleuze;C W Chang;133;1088;11;9;7;5;0.56.69;56,069;2016-783;ELZAAM;JILLOLINI;BERTOLINI
4;8;SUNSHINE UNIVERSE;A130;C Schofield;C W Chang;119;1081;14;10;7;4;0.57.39;57,039;2016-448;ELZAAM;JILLOLINI;BERTOLINI
4;11;SUNSHINE UNIVERSE;A130;C Schofield;C W Chang;116;1069;14;6;4;4;0.57.43;57,043;2016-649;ELZAAM;JILLOLINI;BERTOLINI
7;8;SUNSHINE UNIVERSE;A130;O Doleuze;C W Chang;119;1071;13;4;3;7;0.58.13;58,013;2016-519;ELZAAM;JILLOLINI;BERTOLINI
5;12;SUNSHINE UNIVERSE;A130;W M Lai;C W Chang;114;1083;11;2;2;5;1.09.52;69,052;2016-720;ELZAAM;JILLOLINI;BERTOLINI
8;9;SUNSHINE UNIVERSE;A130;O Doleuze;C W Chang;119;1067;8;3;4;8;1.10.57;70,057;2016-556;ELZAAM;JILLOLINI;BERTOLINI
2;1;SUPER JUNIOR;V390;Z Purton;T P Yung;133;1199;10;3;1;2;0.56.93;56,093;2016-647;MEDAGLIA D'ORO;PRINCESA;DANEHILL
1;11;SUPER JUNIOR;V390;K C Leung;T P Yung;123;1216;10;4;2;1;0.57.18;57,018;2016-444;MEDAGLIA D'ORO;PRINCESA;DANEHILL
2;2;SUPER JUNIOR;V390;K C Leung;T P Yung;129;1212;9;4;4;2;0.58.09;58,009;2016-502;MEDAGLIA D'ORO;PRINCESA;DANEHILL
4;11;SUPER JUNIOR;V390;M L Yeung;T P Yung;113;1209;2;4;4;4;1.09.46;69,046;2016-720;MEDAGLIA D'ORO;PRINCESA;DANEHILL
6;14;SUPER JUNIOR;V390;K C Ng;T P Yung;114;1210;11;2;2;6;1.10.12;70,012;2016-778;MEDAGLIA D'ORO;PRINCESA;DANEHILL
9;7;SUPER JUNIOR;V390;S Clipperton;T P Yung;125;1215;9;10;9;9;1.10.73;70,073;2016-336;MEDAGLIA D'ORO;PRINCESA;DANEHILL
11;4;SUPER LUCKY;A251;K C Ng;C H Yip;124;1193;14;13;13;11;1.10.66;70,066;2016-754;MYBOYCHARLIE;ALOHA CHARM;MARAUDING
12;7;SUPER LUCKY;A251;M L Yeung;C H Yip;124;1151;8;13;12;12;1.10.72;70,072;2016-778;MYBOYCHARLIE;ALOHA CHARM;MARAUDING
1;7;SUPER TURBO;V310;J Moreira;D J Hall;123;1030;3;9;9;1;1.09.25;69,025;2016-659;ROYAL APPLAUSE;BRIGHT SNOW;GULCH
2;12;SUPER TURBO;V310;J Moreira;D J Hall;116;1025;11;10;8;2;1.09.55;69,055;2016-285;ROYAL APPLAUSE;BRIGHT SNOW;GULCH
2;3;SUPER TURBO;V310;Z Purton;D J Hall;124;1031;11;11;11;2;1.09.62;69,062;2016-796;ROYAL APPLAUSE;BRIGHT SNOW;GULCH
2;8;SUPER TURBO;V310;B Prebble;D J Hall;122;1029;9;10;10;2;1.09.85;69,085;2016-498;ROYAL APPLAUSE;BRIGHT SNOW;GULCH
1;8;SUPER TURBO;V310;C Y Ho;D J Hall;121;1023;5;8;8;1;1.10.01;70,001;2015-773;ROYAL APPLAUSE;BRIGHT SNOW;GULCH
4;8;SUPER TURBO;V310;C Y Ho;D J Hall;117;1038;8;10;8;4;1.10.24;70,024;2015-700;ROYAL APPLAUSE;BRIGHT SNOW;GULCH
6;2;SUPER TURBO;V310;B Prebble;D J Hall;132;1039;1;7;7;6;1.10.36;70,036;2016-422;ROYAL APPLAUSE;BRIGHT SNOW;GULCH
1;6;SUPER TURBO;V310;B Prebble;D J Hall;133;1033;11;11;7;1;1.10.54;70,054;2016-211;ROYAL APPLAUSE;BRIGHT SNOW;GULCH
6;2;SUPER TURBO;V310;N Callan;D J Hall;130;1023;2;7;7;6;1.10.70;70,07;2016-101;ROYAL APPLAUSE;BRIGHT SNOW;GULCH
6;2;SUPER TURBO;V310;C Y Ho;D J Hall;128;1034;2;9;9;6;1.10.84;70,084;2016-044;ROYAL APPLAUSE;BRIGHT SNOW;GULCH
9;5;SUPER WISE;A100;U Rispoli;C H Yip;128;1107;2;9;8;9;0.56.81;56,081;2016-705;ZOFFANY;FOLICHONNE;DENON
7;6;SUPER WISE;A100;J Moreira;C H Yip;129;1145;7;5;5;7;0.57.36;57,036;2016-412;ZOFFANY;FOLICHONNE;DENON
2;6;SUPER WISE;A100;J Moreira;C H Yip;125;1156;9;5;6;2;0.57.49;57,049;2016-357;ZOFFANY;FOLICHONNE;DENON
8;6;SUPER WISE;A100;D Whyte;C H Yip;125;1132;14;6;4;8;0.57.64;57,064;2016-236;ZOFFANY;FOLICHONNE;DENON
2;8;SUPER WISE;A100;C Williams;C H Yip;125;1130;6;6;8;2;0.58.12;58,012;2016-293;ZOFFANY;FOLICHONNE;DENON
3;3;SUPER WISE;A100;Z Purton;C H Yip;130;1096;10;5;5;3;1.09.78;69,078;2016-784;ZOFFANY;FOLICHONNE;DENON
4;3;SUPERNATURAL;H_MOTH_057;W. Buick;M. Johnston;121;1073;6;4;4;4;1.47;97;2009-577;MASTERCRAFTSMAN;DAM OF SUPERNATURAL;SECRETARIAT
6;7;SUPREMO;H_GFATH_133;Legacy Jockey;Legacy Trainer;128;1141;2;2;5;6;2.02;121;2002-667;OUTSTRIP;THIEL;TEOFILO
2;10;SUTOLOGY;H_MOTH_116;J. Doyle;W. Haggas;121;1073;7;4;1;1;1.47;111;2010-443;STRAUSSBROOK;DAM OF SUTOLOGY;MR. PROSPECTOR
5;12;SWEET DREAMS DIVA;H_MOTH_036;W. Buick;Sir Michael Stoute;121;1022;8;3;4;2;1.48;117;2007-405;ROCKPORT HARBOR;DAM OF SWEET DREAMS DIVA;MR. PROSPECTOR
6;3;SWEET FASCINATION;H_MOTH_099;O. Murphy;W. Haggas;121;1063;8;2;5;4;1.46;110;2007-350;IRGUN;DAM OF SWEET FASCINATION;SECRETARIAT
3;8;SWEET VIBES;H_MOTH_012;W. Buick;M. Johnston;121;1037;9;3;4;3;1.55;103;2009-428;DANEHILL;DAM OF SWEET VIBES;MR. PROSPECTOR
2;2;TAKE CHARGE INDY;H_FATH_104;C. Soumillon;A. P. O'Brien;126;1107;4;3;2;3;1.35;103;2010-137;NORTHERN DANCER;DAM OF TAKE CHARGE INDY;NEARCO
6;12;TAKEDOWN;A620;T Clark;G W Moore;126;1365;6;6;7;6;1.09.08;69,008;2016-254;TAKE CHARGE INDY;PURE SARAH;PURE PRIZE
6;12;TALE OF THE CAT;H_GFATH_132;Legacy Jockey;Legacy Trainer;128;1108;11;7;2;5;2.15;137;2001-679;NEARCO;DAM OF TALE OF THE CAT;HYPERION
3;4;TANG FLEMING;A067;H T Mo;C S Shum;117;1145;10;5;4;3;1.09.53;69,053;2016-576;MAKFI;HIGH CROSS;CAPE CROSS
3;5;TANG FLEMING;A067;N Callan;C S Shum;125;1154;1;4;3;3;1.09.74;69,074;2016-556;MAKFI;HIGH CROSS;CAPE CROSS
9;4;TANG FLEMING;A067;N Rawiller;C S Shum;130;1152;5;5;7;9;1.10.49;70,049;2016-496;MAKFI;HIGH CROSS;CAPE CROSS
10;5;TANG FLEMING;A067;Z Purton;C S Shum;129;1152;13;5;6;10;1.10.56;70,056;2016-615;MAKFI;HIGH CROSS;CAPE CROSS
6;12;TASHZARA;H_MOTH_100;O. Murphy;W. Haggas;121;1028;5;1;1;1;1.45;115;2010-356;INTIKHAB;DAM OF TASHZARA;MR. PROSPECTOR
1;6;TEAM FORTUNE;T306;J Moreira;W Y So;125;1195;8;4;5;1;0.56.22;56,022;2015-002;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
8;8;TEAM FORTUNE;T306;J Moreira;W Y So;122;1144;3;5;2;8;0.56.35;56,035;2015-531;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
1;14;TEAM FORTUNE;T306;J Moreira;W Y So;115;1161;3;5;5;1;0.56.82;56,082;2015-176;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
3;4;TEAM FORTUNE;T306;M F Poon;W Y So;111;1155;3;3;3;3;1.08.27;68,027;2016-759;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
2;11;TEAM FORTUNE;T306;D Whyte;W Y So;121;1160;4;1;1;2;1.08.48;68,048;2016-240;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
1;8;TEAM FORTUNE;T306;D Whyte;W Y So;123;1158;9;6;7;1;1.08.57;68,057;2016-109;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
1;10;TEAM FORTUNE;T306;D Whyte;W Y So;120;1143;12;2;2;1;1.08.58;68,058;2016-053;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
3;14;TEAM FORTUNE;T306;C Schofield;W Y So;115;1139;13;9;9;3;1.08.84;68,084;2015-751;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
4;6;TEAM FORTUNE;T306;B Prebble;W Y So;121;1141;8;3;5;4;1.09.56;69,056;2015-569;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
1;2;TEAM FORTUNE;T306;S de Sousa;W Y So;132;1161;11;5;6;1;1.09.58;69,058;2016-153;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
4;13;TEAM FORTUNE;T306;D Whyte;W Y So;117;1141;4;6;6;4;1.10.01;70,001;2015-691;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
4;10;TEAM FORTUNE;T306;C Schofield;W Y So;117;1146;4;6;8;4;1.10.13;70,013;2016-034;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
7;6;TEAM FORTUNE;T306;J Moreira;W Y So;121;1160;1;4;5;7;1.10.21;70,021;2015-297;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
10;7;TEAM FORTUNE;T306;S de Sousa;W Y So;121;1154;9;4;3;10;1.10.21;70,021;2016-285;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
6;7;TEAM FORTUNE;T306;J Moreira;W Y So;122;1172;10;6;8;6;1.10.26;70,026;2015-246;I AM INVINCIBLE;LUCKY BEAUTY;PEINTRE CELEBRE
4;3;TELL SOMEONE;H_MOTH_166;O. Murphy;W. Haggas;121;1068;6;5;4;1;1.50;120;2012-596;O'REILLY;DAM OF TELL SOMEONE;MR. PROSPECTOR
5;8;TEOFILO;H_GFATH_105;Legacy Jockey;Legacy Trainer;128;1146;12;8;4;2;2.05;120;2004-665;NATIVE DANCER;DAM OF TEOFILO;NASRULLAH
12;14;THE CHAMP;V271;Y T Cheng;Y S Tsui;117;1003;4;13;11;12;0.58.56;58,056;2015-706;INTELLO;REPONDS MOI;MORE THAN READY
6;4;THE DAZZLER;H_MOTH_148;O. Murphy;W. Haggas;121;1085;1;6;3;3;1.40;95;2007-508;CENTAINE;DAM OF THE DAZZLER;MR. PROSPECTOR
7;5;THE FULL BLOOM;V243;C Schofield;C H Yip;128;1058;2;10;10;7;0.58.11;58,011;2016-187;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
7;4;THE FULL BLOOM;V243;C Schofield;C H Yip;129;1042;2;7;8;7;0.58.28;58,028;2016-099;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
7;1;THE FULL BLOOM;V243;T H So;C H Yip;131;1029;11;12;12;7;0.58.35;58,035;2016-061;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
3;12;THE FULL BLOOM;V243;T H So;C H Yip;111;1028;12;12;10;3;1.09.52;69,052;2015-626;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
10;13;THE FULL BLOOM;V243;K C Ng;C H Yip;108;1038;4;6;6;10;1.09.72;69,072;2015-751;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
10;14;THE FULL BLOOM;V243;T H So;C H Yip;111;1039;6;13;14;10;1.09.77;69,077;2015-782;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
6;2;THE FULL BLOOM;V243;T H So;C H Yip;127;1043;2;9;11;6;1.09.94;69,094;2016-006;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
6;5;THE FULL BLOOM;V243;C Schofield;C H Yip;126;1063;3;6;5;6;1.10.78;70,078;2016-225;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
6;12;THE FULL BLOOM;V243;H N Wong;C H Yip;108;1041;6;3;3;6;1.10.85;70,085;2016-661;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
7;2;THE FULL BLOOM;V243;T H So;C H Yip;130;1032;8;9;10;7;1.10.97;70,097;2016-041;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
9;10;THE FULL BLOOM;V243;C Schofield;C H Yip;123;1057;5;6;8;9;1.11.07;71,007;2016-421;ZEBEDEE;BREAK OF DAWN;MT. LIVERMORE
2;11;THE QUAREWAN;H_MOTH_172;O. Murphy;Sir Michael Stoute;121;1080;2;3;4;4;1.50;116;2008-436;SUPREMO;DAM OF THE QUAREWAN;MR. PROSPECTOR
10;11;THE SHOW;T256;W M Lai;C H Yip;114;1067;8;5;7;10;1.10.02;70,002;2014-531;HIGH CHAPARRAL;THE QUAREWAN;SUPREMO
9;8;THE SHOW;T256;T H So;C H Yip;121;1065;6;6;8;9;1.10.07;70,007;2014-502;HIGH CHAPARRAL;THE QUAREWAN;SUPREMO
5;5;THE SHOW;T256;D Whyte;C H Yip;126;1091;12;12;12;5;1.10.81;70,081;2016-063;HIGH CHAPARRAL;THE QUAREWAN;SUPREMO
1;5;THORN PARK;H_FATH_060;R. Moore;A. P. O'Brien;126;1139;10;5;4;2;1.35;110;2007-183;NORTHERN DANCER;DAM OF THORN PARK;NEARCO
2;4;THUNDER GULCH;H_GFATH_038;Legacy Jockey;Legacy Trainer;128;1180;4;7;7;1;2.06;137;1998-960;NEARCO;DAM OF THUNDER GULCH;HYPERION
2;3;TICKETS;H_FATH_121;R. Moore;C. Appleby;126;1109;9;5;3;1;1.47;118;2009-110;SADLER'S WELLS;DAM OF TICKETS;BOLD RULER
7;9;TIGHTS;H_GFATH_084;Legacy Jockey;Legacy Trainer;128;1113;9;2;5;3;2.10;123;2000-863;NEARCO;DAM OF TIGHTS;HYPERION
2;6;TIME THIEF;H_FATH_028;R. Moore;A. P. O'Brien;126;1136;9;3;1;3;1.52;104;2006-269;NORTHERN DANCER;DAM OF TIME THIEF;NEARCO
6;9;TIME WARP;A066;K C Ng;A S Cruz;115;1197;5;7;8;6;1.08.26;68,026;2016-551;ARCHIPENKO;HERE TO ETERNITY;STORMY ATLANTIC
3;4;TIME WARP;A066;M Chadwick;A S Cruz;132;1200;2;8;8;3;1.09.04;69,004;2016-469;ARCHIPENKO;HERE TO ETERNITY;STORMY ATLANTIC
3;4;TIME WARP;A066;M Chadwick;A S Cruz;131;1211;5;4;4;3;1.10.08;70,008;2016-422;ARCHIPENKO;HERE TO ETERNITY;STORMY ATLANTIC
1;7;TINTORETTO;H_MOTH_090;O. Murphy;M. Johnston;121;1068;6;4;3;4;1.55;114;2009-370;COMMANDS;FANACANTA;OLDEN TIMES
2;8;TIZNOW;H_FATH_008;R. Moore;C. Appleby;126;1138;3;3;2;1;1.58;112;2008-237;NORTHERN DANCER;DAM OF TIZNOW;NEARCO
6;10;TOBOUGG;H_GFATH_049;Legacy Jockey;Legacy Trainer;128;1139;12;3;5;5;2.11;130;2005-820;NATIVE DANCER;DAM OF TOBOUGG;NASRULLAH
8;1;TOOLIGHTTOQUIT;H_GFATH_037;Legacy Jockey;Legacy Trainer;128;1137;11;4;3;5;2.02;123;2005-686;NATIVE DANCER;DAM OF TOOLIGHTTOQUIT;NASRULLAH
2;4;TOORAK TOFF;H_FATH_040;R. Moore;C. Appleby;126;1128;3;5;3;2;1.52;95;2010-177;NORTHERN DANCER;DAM OF TOORAK TOFF;NEARCO
3;6;TOP SCORE;V357;N Rawiller;P O'Sullivan;125;1130;3;6;6;3;1.09.68;69,068;2016-215;HIGH CHAPARRAL;SARASOTA;DANEHILL
5;5;TOP SCORE;V357;C Williams;P O'Sullivan;125;1130;11;11;10;5;1.09.93;69,093;2016-274;HIGH CHAPARRAL;SARASOTA;DANEHILL
3;5;TOUCH OF LAND;H_FATH_093;L. Dettori;C. Appleby;126;1130;5;1;1;3;1.58;110;2010-173;SADLER'S WELLS;DAM OF TOUCH OF LAND;BOLD RULER
6;8;TOUR DE FORCE;N297;B Prebble;J Size;125;1109;7;9;9;6;0.56.20;56,02;2014-522;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
1;2;TOUR DE FORCE;N297;J Moreira;J Size;132;1138;5;6;5;1;0.56.57;56,057;2014-207;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
10;7;TOUR DE FORCE;N297;B Prebble;J Size;122;1132;9;12;12;10;0.56.68;56,068;2015-071;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
2;5;TOUR DE FORCE;N297;K Teetan;J Size;124;1126;7;9;7;2;1.07.85;67,085;2014-425;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
8;2;TOUR DE FORCE;N297;R Moore;J Size;128;1135;5;10;11;8;1.08.90;68,09;2015-336;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
5;9;TOUR DE FORCE;N297;O Doleuze;J Size;123;1116;1;5;6;5;1.08.90;68,09;2014-567;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
4;4;TOUR DE FORCE;N297;N Rawiller;J Size;122;1125;3;10;9;4;1.09.07;69,007;2015-003;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
10;14;TOUR DE FORCE;N297;K C Ng;J Size;113;1140;4;12;10;10;1.09.14;69,014;2015-138;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
6;2;TOUR DE FORCE;N297;K Teetan;J Size;132;1141;7;4;3;6;1.09.18;69,018;2014-361;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
2;2;TOUR DE FORCE;N297;J Moreira;J Size;127;1145;9;8;7;2;1.09.26;69,026;2014-249;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
7;9;TOUR DE FORCE;N297;K Teetan;J Size;113;1106;6;8;10;7;1.09.28;69,028;2014-003;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
11;7;TOUR DE FORCE;N297;O Doleuze;J Size;124;1095;11;12;11;11;1.09.33;69,033;2014-661;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
4;2;TOUR DE FORCE;N297;J Moreira;J Size;132;1124;4;6;5;4;1.09.75;69,075;2014-102;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
10;8;TOUR DE FORCE;N297;M L Yeung;J Size;123;1142;8;12;12;10;1.09.75;69,075;2015-496;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
9;4;TOUR DE FORCE;N297;B Prebble;J Size;128;1147;8;8;9;9;1.10.53;70,053;2015-431;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
10;1;TOUR DE FORCE;N297;Z Purton;J Size;133;1094;4;7;7;10;1.10.70;70,07;2015-733;TIZNOW;DREAM SUPREME;SEEKING THE GOLD
6;4;TRAIL OF SECRETS;H_MOTH_006;O. Murphy;W. Haggas;121;1026;11;3;3;1;1.46;108;2007-505;SECRET SAVINGS;DAM OF TRAIL OF SECRETS;MR. PROSPECTOR
8;9;TRAVEL DATUK;V235;H N Wong;Y S Tsui;117;1050;10;4;2;8;0.56.77;56,077;2016-705;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
6;7;TRAVEL DATUK;V235;U Rispoli;Y S Tsui;129;1054;14;8;9;6;0.57.29;57,029;2016-412;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
4;4;TRAVEL DATUK;V235;U Rispoli;Y S Tsui;127;1065;13;11;10;4;0.57.64;57,064;2016-357;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
11;8;TRAVEL DATUK;V235;M L Yeung;R Gibson;118;1093;3;11;12;11;1.09.52;69,052;2016-071;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
2;11;TRAVEL DATUK;V235;K Teetan;Y S Tsui;118;1066;1;6;3;2;1.09.69;69,069;2016-740;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
2;8;TRAVEL DATUK;V235;U Rispoli;Y S Tsui;124;1068;3;6;8;2;1.10.14;70,014;2016-623;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
6;2;TRAVEL DATUK;V235;J Moreira;R Gibson;131;1071;4;8;5;6;1.10.20;70,02;2016-265;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
6;6;TRAVEL DATUK;V235;U Rispoli;Y S Tsui;123;1071;8;10;9;6;1.10.42;70,042;2016-660;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
5;12;TRAVEL DATUK;V235;M L Yeung;R Gibson;111;1122;2;10;6;5;1.10.47;70,047;2015-705;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
6;6;TRAVEL DATUK;V235;U Rispoli;Y S Tsui;124;1056;11;11;11;6;1.10.48;70,048;2016-569;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
9;4;TRAVEL DATUK;V235;H N Wong;Y S Tsui;118;1068;10;10;11;9;1.10.48;70,048;2016-486;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
5;9;TRAVEL DATUK;V235;U Rispoli;Y S Tsui;121;1054;4;3;3;5;1.10.49;70,049;2016-806;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
7;11;TRAVEL DATUK;V235;J Moreira;R Gibson;119;1070;6;10;10;7;1.10.89;70,089;2016-175;HOLY ROMAN EMPEROR;SHARAPOVA;ELUSIVE QUALITY
5;8;TRAVEL FIRST;T098;N Callan;C H Yip;130;1174;3;8;8;5;1.10.70;70,07;2015-433;DUKE OF MARMALADE;STARSHIP;GALILEO
9;11;TRAVEL SUCCESSOR;V121;M Chadwick;W Y So;117;1106;7;7;8;9;0.58.02;58,002;2016-448;ZOFFANY;FRABJOUS;PIVOTAL
10;10;TRAVEL SUCCESSOR;V121;S Clipperton;W Y So;120;1119;6;7;7;10;0.58.11;58,011;2016-182;ZOFFANY;FRABJOUS;PIVOTAL
12;11;TRAVEL SUCCESSOR;V121;H W Lai;W Y So;117;1102;2;7;7;12;0.58.19;58,019;2016-495;ZOFFANY;FRABJOUS;PIVOTAL
9;4;TRAVEL SUCCESSOR;V121;Y T Cheng;W Y So;122;1092;5;7;7;9;0.58.37;58,037;2015-652;ZOFFANY;FRABJOUS;PIVOTAL
12;3;TRAVEL SUCCESSOR;V121;Y T Cheng;W Y So;124;1082;8;6;9;12;0.59.09;59,009;2015-617;ZOFFANY;FRABJOUS;PIVOTAL
3;8;TRAVEL SUCCESSOR;V121;Y T Cheng;W Y So;119;1100;3;5;4;3;1.09.90;69,09;2015-729;ZOFFANY;FRABJOUS;PIVOTAL
7;2;TRAVEL SUCCESSOR;V121;Y T Cheng;W Y So;124;1097;10;3;5;7;1.10.00;70;2016-024;ZOFFANY;FRABJOUS;PIVOTAL
4;2;TRAVEL SUCCESSOR;V121;H N Wong;K L Man;123;1108;10;2;2;4;1.10.35;70,035;2016-745;ZOFFANY;FRABJOUS;PIVOTAL
10;2;TRAVEL SUCCESSOR;V121;O Doleuze;K L Man;132;1102;10;10;9;10;1.10.64;70,064;2016-673;ZOFFANY;FRABJOUS;PIVOTAL
9;8;TRAVEL SUCCESSOR;V121;D Lane;W Y So;120;1101;8;10;10;9;1.10.68;70,068;2016-228;ZOFFANY;FRABJOUS;PIVOTAL
8;3;TRAVEL SUCCESSOR;V121;H N Wong;K L Man;125;1117;12;2;2;8;1.10.76;70,076;2016-792;ZOFFANY;FRABJOUS;PIVOTAL
7;10;TRAVEL SUCCESSOR;V121;D Whyte;W Y So;119;1100;3;8;8;7;1.10.82;70,082;2016-405;ZOFFANY;FRABJOUS;PIVOTAL
2;11;TRAVEL SUCCESSOR;V121;T H So;W Y So;115;1102;8;11;11;2;1.10.89;70,089;2016-313;ZOFFANY;FRABJOUS;PIVOTAL
6;3;TRICILO;H_MOTH_074;W. Buick;Sir Michael Stoute;121;1084;8;3;1;4;1.56;110;2007-309;SANDTRAP;DAM OF TRICILO;MR. PROSPECTOR
4;3;TSUKIOKA;H_MOTH_151;W. Buick;W. Haggas;121;1035;1;4;1;2;1.53;108;2012-503;FLYING SPUR;DAM OF TSUKIOKA;SECRETARIAT
2;1;TWIRLING HEIGHTS;H_MOTH_049;O. Murphy;W. Haggas;121;1050;8;3;3;3;1.53;118;2009-594;SPINNING WORLD;DAM OF TWIRLING HEIGHTS;SECRETARIAT
2;10;TWO STEP SALSA;H_FATH_018;C. Soumillon;John Gosden;126;1111;8;4;2;1;1.38;116;2010-210;NORTHERN DANCER;DAM OF TWO STEP SALSA;NEARCO
7;12;ULTIMATE GLORY;S235;H W Lai;K L Man;117;1230;6;10;8;7;0.57.45;57,045;2016-376;EXCEED AND EXCEL;GRILSE;RAHY
3;12;ULTIMATE GLORY;S235;M L Yeung;K L Man;113;1214;6;8;7;3;1.08.65;68,065;2014-446;EXCEED AND EXCEL;GRILSE;RAHY
5;11;ULTIMATE GLORY;S235;T H So;K L Man;117;1216;2;8;8;5;1.08.66;68,066;2015-184;EXCEED AND EXCEL;GRILSE;RAHY
4;11;ULTIMATE GLORY;S235;K C Leung;K L Man;119;1204;12;7;9;4;1.08.96;68,096;2015-119;EXCEED AND EXCEL;GRILSE;RAHY
2;11;ULTIMATE GLORY;S235;G Mosse;K L Man;120;1208;8;7;6;2;1.09.17;69,017;2015-025;EXCEED AND EXCEL;GRILSE;RAHY
5;7;ULTIMATE GLORY;S235;G Mosse;K L Man;121;1221;12;2;2;5;1.10.20;70,02;2015-230;EXCEED AND EXCEL;GRILSE;RAHY
